"Day","Items","Note","Amount"
"37","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(273)"
"37","Rental Expense","Cash Payment - RentalChicago","(1480)"
"37","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"36","Human Resource Expense","Cash Payment - Staff Recruiting - San Francisco","(60000)"
"36","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(200)"
"36","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(200)"
"36","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"36","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"36","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"36","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"36","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"36","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"36","Salary Expense","Cash Payment - Salary Expense","(19846)"
"36","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5644","(400)"
"36","Sales E Commerce","Revenue - E-Commerce Sales","20000"
"36","Retail","Revenue - Retail Sales New York - Mouthwash","15776"
"36","Retail","Revenue - Retail Sales New York - Shampoo","38232"
"36","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1088"
"36","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1225"
"36","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1548"
"36","Retail","Revenue - Retail Sales Chicago - Mouthwash","4064"
"36","Retail","Revenue - Retail Sales Chicago - Shampoo","5472"
"36","Rental Expense","Cash Payment - RentalNew York","(2680)"
"36","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(1188)"
"36","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"36","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(568)"
"36","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"36","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(468)"
"36","Rental Expense","Cash Payment - RentalChicago","(1480)"
"36","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"35","Human Resource Expense","Staff Dismiss","(31000)"
"35","Human Resource Expense","Attended Training","(15000)"
"35","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(200)"
"35","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(200)"
"35","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"35","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"35","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"35","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"35","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"35","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"35","Salary Expense","Cash Payment - Salary Expense","(18851)"
"35","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5465","(400)"
"35","Sales E Commerce","Revenue - E-Commerce Sales","22032"
"35","Retail","Revenue - Retail Sales New York - Mouthwash","16728"
"35","Retail","Revenue - Retail Sales New York - Body Wash","2940"
"35","Retail","Revenue - Retail Sales New York - Shampoo","37044"
"35","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1122"
"35","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1155"
"35","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1548"
"35","Retail","Revenue - Retail Sales Chicago - Mouthwash","4288"
"35","Retail","Revenue - Retail Sales Chicago - Shampoo","5184"
"35","Rental Expense","Cash Payment - RentalNew York","(2680)"
"35","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(1203)"
"35","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"35","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(568)"
"35","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"35","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(507)"
"35","Rental Expense","Cash Payment - RentalChicago","(1480)"
"34","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"34","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"34","Wholesales (B2B)","Revenue - B2B SO ID: 5116","282139"
"34","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"34","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"34","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"34","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"34","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"34","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"34","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"34","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"34","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"34","Salary Expense","Cash Payment - Salary Expense","(19661)"
"34","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5282","(100)"
"34","Sales E Commerce","Revenue - E-Commerce Sales","5710"
"34","Retail","Revenue - Retail Sales New York - Mouthwash","15980"
"34","Retail","Revenue - Retail Sales New York - Body Wash","16345"
"34","Retail","Revenue - Retail Sales New York - Shampoo","39744"
"34","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2108"
"34","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","2240"
"34","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","2736"
"34","Retail","Revenue - Retail Sales Chicago - Mouthwash","3936"
"34","Retail","Revenue - Retail Sales Chicago - Shampoo","5616"
"34","Rental Expense","Cash Payment - RentalNew York","(2680)"
"34","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(1218)"
"34","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"34","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(710)"
"34","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"34","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(546)"
"34","Rental Expense","Cash Payment - RentalChicago","(1480)"
"33","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"33","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5273","(813600)"
"33","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5273","(856800)"
"33","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5273","(994080)"
"33","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"33","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"33","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"33","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"33","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"33","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"33","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"33","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"33","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"33","Salary Expense","Cash Payment - Salary Expense","(19348)"
"33","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5095","(200)"
"33","Sales E Commerce","Revenue - E-Commerce Sales","8167"
"33","Retail","Revenue - Retail Sales New York - Mouthwash","17344"
"33","Retail","Revenue - Retail Sales New York - Body Wash","17853"
"33","Retail","Revenue - Retail Sales New York - Shampoo","41545"
"33","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1664"
"33","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1815"
"33","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","2312"
"33","Retail","Revenue - Retail Sales Chicago - Mouthwash","4230"
"33","Retail","Revenue - Retail Sales Chicago - Shampoo","5460"
"33","Services","Revenue - Service Sales Order ID: 4906","85000"
"33","Rental Expense","Cash Payment - RentalNew York","(2680)"
"33","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(1365)"
"33","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"33","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(781)"
"33","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"33","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(546)"
"33","Rental Expense","Cash Payment - RentalChicago","(1480)"
"32","Wholesales (B2B)","Revenue - B2B SO ID: 4200","1328250"
"32","Wholesales (B2B)","Revenue - B2B SO ID: 4187","1479240"
"32","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"32","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"32","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"32","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"32","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"32","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"32","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"32","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"32","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"32","Salary Expense","Cash Payment - Salary Expense","(18980)"
"32","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4930","(200)"
"32","Sales E Commerce","Revenue - E-Commerce Sales","11176"
"32","Retail","Revenue - Retail Sales New York - Mouthwash","17536"
"32","Retail","Revenue - Retail Sales New York - Body Wash","17886"
"32","Retail","Revenue - Retail Sales New York - Shampoo","41090"
"32","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1728"
"32","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1881"
"32","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","2108"
"32","Retail","Revenue - Retail Sales Chicago - Mouthwash","4350"
"32","Retail","Revenue - Retail Sales Chicago - Shampoo","5635"
"32","Services","Revenue - Service Sales Order ID: 4527","264800"
"32","Rental Expense","Cash Payment - RentalNew York","(2680)"
"32","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(1083)"
"32","Rental Expense","Cash Payment - RentalDetroit","(600)"
"32","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(781)"
"32","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"32","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(624)"
"32","Rental Expense","Cash Payment - RentalChicago","(1480)"
"31","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"31","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"31","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(300)"
"31","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"31","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"31","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"31","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"31","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"31","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"31","Salary Expense","Cash Payment - Salary Expense","(18980)"
"31","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4555","(200)"
"31","Sales E Commerce","Revenue - E-Commerce Sales","7987"
"31","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4740","(300)"
"31","Sales E Commerce","Revenue - E-Commerce Sales","15941"
"31","Retail","Revenue - Retail Sales New York - Mouthwash","16448"
"31","Retail","Revenue - Retail Sales New York - Body Wash","18282"
"31","Retail","Revenue - Retail Sales New York - Shampoo","38080"
"31","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1728"
"31","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1881"
"31","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","2244"
"31","Retail","Revenue - Retail Sales Chicago - Mouthwash","4230"
"31","Retail","Revenue - Retail Sales Chicago - Shampoo","5390"
"31","Rental Expense","Cash Payment - RentalNew York","(2680)"
"31","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(2394)"
"31","Rental Expense","Cash Payment - RentalDetroit","(600)"
"31","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(781)"
"31","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"31","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(624)"
"31","Rental Expense","Cash Payment - RentalChicago","(1480)"
"30","Human Resource Expense","Attended Training","(15000)"
"30","Human Resource Expense","Attended Training","(15000)"
"30","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"30","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"30","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(300)"
"30","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"30","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"30","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"30","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"30","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(100)"
"30","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"30","Salary Expense","Cash Payment - Salary Expense","(19790)"
"30","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4174","(200)"
"30","Sales E Commerce","Revenue - E-Commerce Sales","9684"
"30","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 3654","(300)"
"30","Sales E Commerce","Revenue - E-Commerce Sales","13591"
"30","Retail","Revenue - Retail Sales New York - Mouthwash","16960"
"30","Retail","Revenue - Retail Sales New York - Body Wash","18084"
"30","Retail","Revenue - Retail Sales New York - Shampoo","37765"
"30","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1600"
"30","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1848"
"30","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","2108"
"30","Retail","Revenue - Retail Sales Chicago - Mouthwash","4140"
"30","Retail","Revenue - Retail Sales Chicago - Shampoo","5390"
"30","Rental Expense","Cash Payment - RentalNew York","(2680)"
"30","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(2394)"
"30","Rental Expense","Cash Payment - RentalDetroit","(600)"
"30","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(781)"
"30","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"30","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(702)"
"30","Rental Expense","Cash Payment - RentalChicago","(1480)"
"29","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"29","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"29","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(300)"
"29","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"29","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
